Id,cateId,picS,picB,name,describe,price,originPrice,author,brand,publishDate,sellerId,isPChome,isNC17,couponActid,BU
DHAS6K-A900F38E2,DHAS6K,/items/DHAS6KA900F38E2/000001_1662090359.jpg,/items/DHAS6KA900F38E2/000001_1662090359.jpg,ROG Zephyrus G15 GA503RM-0062E6800HS(AMD R7-6800HS/8G*2/RTX 3060/512G PCIe/W11/WQHD/165Hz/15.6),"RTX3060獨顯2K+165Hz解析度【ROG Zephyrus G15】ASUS GA503RM-0062E6800HS 日蝕灰 15.6吋電競筆電\r\n▃▅★rog 西風之神。強勢來襲★▅▃
★全新顯卡視覺享受 rtx3060獨顯6g效能
★超屌效能 搭載2021新世代amd ryzen™ 7 6800hs
★超狂容量 512gb m.2 nvme™ pcie® 4.0 ssd
★2k+165hz解析度&刷新率兼具
★支援type-c pd 充電
★cpu液態金屬優化散熱

處理器：amd ryzen 7 6800hs mobile processor
記憶體：8gb ddr5 on board + 8gb ddr5 4800 so-dimm (1slot可擴充 佔用1 max.40g)
硬碟：512gb m.2 nvme™ pcie® 4.0 ssd
獨立顯卡：nvidia® geforce rtx™ 3060 gddr6 6gb(具備mux獨顯直連)
螢幕：15.6 吋 wqhd (2560 x 1440) 16:9 165hz 300nits ag
無線網路：wi-fi 6e(802.11ax)+bluetooth 5.2 (dual band) 2*2
光碟機： 無
介面：1x rj45 lan port、2x usb 3.2 gen 2 type-a、2x usb 3.2 gen 2 type-c support displayport power delivery、1x card reader(microsd)(uhs-ii)
電池：90whrs  4s1p  4-cell li-ion
重量：1.9 kg
厚度：1.99cm
作業系統：windows 11 (64bit)
保固：2年全球保固 + 首年免預付完美保固


本商品詳細規格",39999,39999,,,,,1,0,['C033413'],ec
DHAS4K-A900DV9GZ,DHAS4K,/items/DHAS4KA900DV9GZ/000001_1662048754.jpg,/items/DHAS4KA900DV9GZ/000001_1662048754.jpg,ASUS ROG Strix SCAR 15 G533ZM-0022S12900H (i9-12900H/8G+8G/RTX 3060/1TB SSD/FHD/300Hz/15.6),"Intel 12代電競★RTX3060獨顯【ROG Strix SCAR 15】 G533ZM-0022S12900H 電競筆電\r\n▃▅★asus rog strix scar 。強勢來襲★▅▃ 

★全新升級300hz 3ms 薄邊框設計 
★超爽視覺享受 rtx 3060 獨顯6g效能
★超屌效能 搭載全新  12th gen intel® core™ i9-12900h 處理器
★單鍵 rgb 鍵盤 與d件rgb lightbar 液態金屬散熱
★全新arc flow fans風扇 支援pd3.0充電技術
★自訂個性化裝甲銘牌

處理器：intel® core™ i9-12900h processor 2.5 ghz
記憶體：8gb ddr5-4800 so-dimm *2
硬碟：1tb m.2 nvme™ pcie® 4.0 ssd
獨立顯卡：nvidia® geforce rtx™ 3060 laptop gpu 6gb gddr6
螢幕：15.6-inch  fhd (1920 x 1080) 16:9  300hz 3ms  ips-level  300nits  100% srgb  anti-glare display
無線網路：wi-fi 6e(802.11ax)+bluetooth 5.2 (dual band) 2*2
光碟機：無
介面：thunderbolt™ 4 support displayport™
重量：2.3 kg
作業系統：windows 11 home
保固:2年全球保固 + 首年免預付完美保固



本商品詳細規格",45999,45999,,,,,1,0,[],ec
DHAS75-A900ENMCH,DHAS75,/items/DHAS75A900ENMCH/000001_1665569894.jpg,/items/DHAS75A900ENMCH/000001_1665569894.jpg,ROG Flow Z13 GZ301ZE-0021A12900H 無盡黑(i9-12900H/8G+8G/RTX3050 Ti/1TB PCIe/W11/WUXGA/13.4),"▼全球首創13"" 2 in 1觸控電競筆電▼【ROG Flow】Flow Z13 GZ301ZE-0021A12900H 13.4吋2 in 1觸控電競筆電\r\n▃▅★rog flow z13。強勢來襲★▅▃
★超屌效能 搭載intel 第12代 i9-12900h 處理器
★支援wuxga (1920 x 1200) 120hz 觸控螢幕
★100%srgb高色域   pantone®專業色彩認證
★支援 adaptive- sync 防畫面撕裂技術
★大容量 1tb m.2 nvme™ pcie® 4.0 ssd
★支援xg mobile外接顯卡
★cpu 液態金屬技術   pd充電技術

處理器：intel® core™ i9-12900h processor 2.5 ghz 
記憶體：8gb*2 lpddr5 on board
硬碟：1tb m.2 nvme™ pcie® 4.0 ssd
獨立顯卡：nvidia® geforce rtx™ 3050 ti gddr6 4gb laptop gpu 
螢幕：13.4’ wuxga (1920 x 1200) 16:10 120hz touch screen
無線網路：wi-fi 6e(802.11ax)+bluetooth 5.2 (dual band) 2*2
光碟機： 無
介面：rog xg mobile interface、thunderbolt、type c 3.2
電池：56whrs  4s1p  4-cell li-ion 
重量：1.18 kg
厚度：1.2cm
作業系統：windows 11 (64bit)
保固：2年全球保固 + 首年免預付完美保固



本商品詳細規格",46999,46999,,,,,1,0,[],ec
DHAS1U-A900G1P3Q,DHAS1U,/items/DHAS1UA900G1P3Q/000001_1681353633.jpg,/items/DHAS1UA900G1P3Q/000001_1681353633.jpg,ASUS FX507ZC4-0071A12700H 機甲灰(i7-12700H/8GB/RTX 3050/512G PCIe/W11/FHD/144Hz/15.6),"12代i7 RTX3050ASUS TUG F15 Gaming FX507ZC4 15.6吋電競筆電i7-12700H/8GB/RTX 3050/512G PCIe\r\n▃▅★asus tuf gaming。強勢來襲★▅▃
★12代i7
★rtx 3050 mux 獨顯直連
★mil-std-810h 軍規測試
★單區rgb多彩鍵盤
★實體數字鍵
★hdmi & thunderbolt 4 with display port 支援雙螢幕輸出
★全新刀鋒式3d風扇
★0分貝風散寂靜模式
★支援2個m.2 pcie ssd 擴充slot
★支援ai 降噪技術
★30分鐘充電50%快充技術

處理器：12th gen intel® core™ i7-12700h processor 2.3 ghz (24m cache  up to 4.7 ghz  14 cores: 6 p-cores and 8 e-cores)
記憶體：8gb ddr4-3200 so-dimm
硬碟：512gb pcie® 3.0 nvme™ m.2 ssd
獨立顯卡：nvidia® geforce rtx™ 3050 4gb gddr6(具備mux獨顯直連)
螢幕：15.6 ""(薄邊框) fhd (1920 x 1080) 16:9 144hz ips-level anti-glare ntsc 72% srgb 100% adaptive-sync
無線網路：wi-fi 6(802.11ax) (dual band) 2*2 + bluetooth® 5.2
光碟機： 無
重量：2.2 kg
厚度：2.24 ~ 2.49 cm
電池：56whrs  4s1p  4-cell li-ion
電源：6.0  200w ac adapter  output: 20v dc  10a  200w  input: 100-240v ac  50 60hz universal
作業系統：windows 11 home
保固：2年全球保固 + 首年免預付完美保固


本商品詳細規格",32999,32999,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAS76-A900F7K7A,DHAS76,/items/DHAS76A900F7K7A/000001_1669259596.jpg,/items/DHAS76A900F7K7A/000001_1669259596.jpg,ROG Zephyrus Flow X13 GV301RE-0022A6900HS(AMD R9-6900HS/8G*2/RTX3050Ti/1T PCIe/W11/WUXGA_T/13.4),"▼全球首創13"" 翻轉觸控電競筆電▼【ROG Flow】Flow X13 GV301RE-0022A6900HS\r\n▃▅★rog flow x13。強勢來襲★▅▃
★全球首創13""翻轉觸控電競筆電
★120hz刷新率 100% srgb pantone®專業色彩認證
★支援adaptive-sync 畫面防撕裂技術
★支援xg外接顯卡 
★cpu 液態金屬優化散熱 降低10度
★支援pd3.0充電快充技術
★全覆蓋式的 15 吋鍵盤
★支援30分鐘快充50%電力
★雙向 ai 視訊降噪

處理器：amd ryzen™ 9 6900hs mobile processor
記憶體：8gb*2 lpddr5 on board
獨立顯卡：nvidia® geforce rtx™ 3050 ti gddr6 4gb(具備mux獨顯直連)
硬碟：1tb m.2 nvme™ pcie® 4.0 ssd
螢幕：13.4’(薄邊框) wuxga (1920 x 1200) 16:10 120hz ips-level  touch screen
無線網路：wi-fi 6e(802.11ax)+bluetooth 5.2 (dual band) 2*2
光碟機： 無
電池：62whrs  4s1p  4-cell li-ion
重量：1.30 kg
厚度：1.58 cm
作業系統 windows 11 home
保固：2年全球保固 + 首年免預付完美保固



本商品詳細規格",42999,42999,,,,,1,0,[],ec
DHAS1U-A900EU36W,DHAS1U,/items/DHAS1UA900EU36W/000001_1676021569.jpg,/items/DHAS1UA900EU36W/000001_1676021569.jpg,ASUS FX517ZC-0021D12650H 御鐵黑(i7-12650H/8G/RTX3050-4G/512G PCIe/W11/FHD/144Hz/15.6),"Intel 12代電競★RTX3050獨顯 【ASUS TUF DASH F15】ASUS  FX517ZC-0021D12650H 御鐵黑 15.6吋電競筆電\r\n▃▅★asus tuf gaming。強勢來襲★▅▃
★全新顯卡視覺享受nvidia® geforce rtx™ 3050獨顯4g效能
★超屌效能 新世代 intel® core™ i7-12650h processor 2.3 ghz
★超狂容量 512gb pcie ssd
★全新升級 薄邊框螢幕 144hz
★符合 mil-std-810h 軍規標準
★支援三螢幕輸出
★前置鏡頭 & 獨立數字鍵
★30分鐘充電50%快充技術
★ai降噪技術


處理器：intel® core™ i7-12650h processor 2.3 ghz (24m cache  up to 4.7 ghz)
記憶體：8gb ddr5 on board
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
獨立顯卡：nvidia® geforce rtx™ 3050 gddr6 4gb(具備mux獨顯直連)
螢幕：15.6"" fhd ips 1920x1080 144hz 薄邊框螢幕
無線網路：wi-fi 6(802.11ax)+bluetooth 5.2 (dual band) 2*2
光碟機： 無
介面：hdmi、thunderbolt™ 4
電池：76whrs  4s1p  4-cell li-ion
重量：2 kg
厚度：1.99cm
作業系統:64 bits windows 11 home 
保固：2年全球保固 + 首年免預付完美保固",33999,33999,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAS4M-A900F3CY0,DHAS4M,/items/DHAS4MA900F3CY0/000001_1658828960.jpg,/items/DHAS4MA900F3CY0/000001_1658828960.jpg,ASUS ROG Strix G17 G713RW-0022F6900HX(AMD R9-6900HX/16G/RTX3070 Ti/1TB PCIe/W11/FHD/360Hz/17.3),"AMD 6000系列★RTX3070 Ti獨顯★PD充電[Strix G 進化 經典潮流]ROG Strix G17 G713RW-0022F6900HX 潮魂黑電競筆電\r\n▃▅★asus rog strix g 。強勢來襲★▅▃ 
★全新升級360hz薄邊框設計 
★超爽視覺享受 rtx 3070 ti 獨顯
★超屌效能 搭載全新 amd ryzen™ 9 6900hx 處理器
★支援type-c pd 充電技術   支援 wi-fi 6 802.11ax
★兼具潮電競時尚與功能性: d件 rgb lightbar   cpu液態金屬散熱   全新刀鋒式3d風扇   防塵散熱通道
★0分貝風散寂靜模式   支援視訊ai降噪 

螢幕：17.3 吋 fhd (1920 x 1080) 16:9 360hz 300nits ag
處理器amd ryze 9 6900hx mobile processor
硬碟：1tb pcie 4.0 nvme m.2 ssd<
記憶體：16gb ddr5 4800 so-dimm (2slot可擴充 佔用1 max.32g)
獨立顯卡：nvidia® geforce rtx™ 3070 ti gddr6 8gb(具備mux獨顯直連)
無線網路：wi-fi 6e(802.11ax)+bluetooth 5.2 (dual band) 2*2
光碟機： 無
介面：1x rj45 lan port、1x usb 3.2 gen 2 type-c、1x usb 3.2 gen 2 type-c support displayport power delivery g-sync、2x usb 3.2 gen 1 type-a
重量：2.90 kg
厚度：2.34 ~ 2.83 cm
作業系統：windows 11 home
保固：2年全球保固 + 首年免預付完美保固",55999,55999,,,,,1,0,['C033413'],ec
DHAS4K-A900DVG5X,DHAS4K,/items/DHAS4KA900DVG5X/000001_1662090169.jpg,/items/DHAS4KA900DVG5X/000001_1662090169.jpg,ASUS ROG Strix SCAR 15 G533ZW-0022S12900H (i9-12900H/16G+16G/RTX 3070 Ti/1TB SSD/FHD/300Hz/15.6),"RTX3070Ti獨顯▼12代i9【ROG Strix SCAR 15】 G533ZW-0022S12900H 電競筆電\r\n▃▅★asus rog strix scar 。強勢來襲★▅▃ 

★全新升級300hz 3ms 薄邊框設計 
★超爽視覺享受 rtx 3070 ti 獨顯8g效能
★超屌效能 搭載全新  12th gen intel® core™ i9-12900h 處理器
★單鍵 rgb 鍵盤 與d件rgb lightbar 液態金屬散熱
★全新arc flow fans風扇 支援pd3.0充電技術
★自訂個性化裝甲銘牌

處理器：intel® core™ i9-12900h processor 2.5 ghz
記憶體：16gb ddr5-4800 so-dimm *2
硬碟：1tb m.2 nvme™ pcie® 4.0 ssd
獨立顯卡：nvidia® geforce rtx™ 3070 ti 8gb gddr6
螢幕：15.6-inch  fhd (1920 x 1080) 16:9  300hz 3ms  ips-level  300nits  100% srgb  anti-glare display
無線網路：wi-fi 6e(802.11ax)+bluetooth 5.2 (dual band) 2*2
光碟機：無
介面：thunderbolt™ 4 support displayport™
重量：2.3 kg
作業系統：windows 11 home
保固:2年全球保固 + 首年免預付完美保固



本商品詳細規格",59999,59999,,,,,1,0,[],ec
DHAS4K-1900FIKZL,DHAS4K,/items/DHAS4K1900FIKZL/000001_1663841927.jpg,/items/DHAS4K1900FIKZL/000001_1663841927.jpg,ASUS ROG Strix SCAR 15 G533ZW-0022S12900H (i9-12900H/16G+16G/RTX 3070 Ti/1TB SSD/300Hz),"★加碼送 NIKE AIR JORDAN 多選一★▼12代新上市★RTX 3070 Ti獨顯▼【ROG Strix SCAR 15】 G533ZW-0022S12900H 電競筆電\r\n▃▅★asus rog strix scar 。強勢來襲★▅▃ 

★全新升級300hz 3ms 薄邊框設計 
★超爽視覺享受 rtx 3070 ti 獨顯8g效能
★超屌效能 搭載全新  12th gen intel® core™ i9-12900h 處理器
★單鍵 rgb 鍵盤 與d件rgb lightbar 液態金屬散熱
★全新arc flow fans風扇 支援pd3.0充電技術
★自訂個性化裝甲銘牌

處理器：intel® core™ i9-12900h processor 2.5 ghz
記憶體：16gb ddr5-4800 so-dimm *2
硬碟：1tb m.2 nvme™ pcie® 4.0 ssd
獨立顯卡：nvidia® geforce rtx™ 3070 ti 8gb gddr6
螢幕：15.6-inch  fhd (1920 x 1080) 16:9  300hz 3ms  ips-level  300nits  100% srgb  anti-glare display
無線網路：wi-fi 6e(802.11ax)+bluetooth 5.2 (dual band) 2*2
光碟機：無
介面：thunderbolt™ 4 support displayport™
重量：2.3 kg
作業系統：windows 11 home
保固:2年全球保固 + 首年免預付完美保固



本商品詳細規格",65999,65999,,,,,1,0,[],ec
DHAFKD-A900G4TF3,DHAFKD,/items/DHAFKDA900G4TF3/000001_1683083514.jpg,/items/DHAFKDA900G4TF3/000001_1683083514.jpg,ASUS 15吋商務筆電B1508 (i5-1135G7/8G/512G/win10 pro/ 2年保),"台灣製造11代B1500 全新上市，商務首選ASUS B1508CEAE 11代商務筆電通過軍規/防潑水鍵盤 \r\n🌟🎮11代b1500強勢登場🎮🌟
 
🤟輕盈、堅固、好攜帶
🤟軍規等級耐用性
🤟極高效能，支援雙儲存設備
🤟搭載11代處理器

處理器：intel® core™ i5-1135g7 processor 2.4 ghz (8m cache  up to 4.2 ghz  4 cores)
記憶體：8g ddr4 on board
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
hdd housing for storage expansion
顯示卡：intel iris xᵉ graphics (available for intel® core™ i5 i7 i9 with dual channel memory)
lcd尺寸：15.6-inch led backlit 250nits fhd (1920 x 1080) 16:9 anti-glare display
其他：fingerprint、背光鍵盤、pd充電
重量：1.73 kg
作業系統：windows 10 pro
保固：2年保固

此賣場無支援thunderlbot 4 也無numberpad 文案僅供參考 實際規格請以詳規為準 請消費者購買前留意，謝謝
備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）

本商品詳細規格",19999,19999,,,,,1,0,['C033413'],ec
DHAEFP-A900DZNDR,DHAEFP,/items/DHAEFPA900DZNDR/000001_1644907837.jpg,/items/DHAEFPA900DZNDR/000001_1644907837.jpg,ACER TMP215-53G-73RB (i7-1165G7/8G/MX330-2G/512G PCIe/W10P/FHD/15.6),"11代處理器▼MX330獨顯Acer TravelMate TMP215-53G-73RB11代i7 ∥ TPM安全晶片 ∥ 指紋辨識 ∥ 三年保固\r\n處理器：intel® coretm i7-1165g7
顯示晶片：nvidia® geforce® mx330
記憶體：8gb ddr4 (so dimm)
螢幕：15.6"" fhd
硬碟：512gb pcie nvme ssd
無線網路：intel® wireless wi-fi 6 ax201、bt5.1
其他：usb 3.2、hdmi
軟體：windows 10 pro 64
保固：台灣3年 1年國際旅約

本商品詳細規格",28900,28900,,,,,1,0,"['C035737', 'C035738']",ec
DHAS1U-A900G808K,DHAS1U,/items/DHAS1UA900G808K/000001_1681454781.jpg,/items/DHAS1UA900G808K/000001_1681454781.jpg,ASUS FX507ZV4-0102B12700H 御鐵灰(i7-12700H/16GB/RTX 4060/512G PCIe/W11/FHD/144Hz/15.6),"12代i7 RTX4060ASUS FX507ZV4 15.6吋電競筆電i7-12700H/16GB/RTX 4060/512G PCIe/W11/FHD/144Hz\r\n▃▅★asus tuf gaming。強勢來襲★▅▃
★mil-std-810h 軍規測試
★支援g-syncn防撕裂技術
★單區rgb多彩鍵盤
★實體數字鍵
★hdmi & thunderbolt 4 with display port 支援雙螢幕輸出
★全新刀鋒式3d風扇
★0分貝風散寂靜模式
★支援2個m.2 pcie ssd 擴充slot
★支援wifi 6 
★支援ai 降噪技術 
★30分鐘充電50%快充技術 
★13代i9

處理器：12th gen intel® core™ i7-12700h processor 2.3 ghz (24m cache  up to 4.7 ghz  14 cores: 6 p-cores and 8 e-cores)
記憶體：16gb ddr4-3200 so-dimm
硬碟：512gb pcie® 4.0 nvme™ m.2 ssd
獨立顯卡：nvidia® geforce rtx™ 4060 8gb gddr6(具備mux獨顯直連)
螢幕：15.6 ""(薄邊框) fhd (1920 x 1080) 16:9 144hz ips-level anti-glare ntsc 72% srgb 100% g-sync
無線網路：wi-fi 6(802.11ax) (dual band) 2*2 + bluetooth® 5.2
光碟機： 無
電池：90whrs  4s1p  4-cell li-ion
尺寸：35.4 x 25.1 x 2.24 ~ 2.49 cm
電源：ø6.0  240w ac adapter  output: 20v dc  12a  240w  input: 100~240c ac 50 60hz universal
重量：2.20 kg
厚度：2.24 ~ 2.49 cm
作業系統：windows 11 home
保固：2年全球保固 + 首年免預付完美保固


本商品詳細規格",41999,41999,,,,,1,0,[],ec
DHAS1U-A900G8W04,DHAS1U,/items/DHAS1UA900G8W04/000001_1682575067.jpg,/items/DHAS1UA900G8W04/000001_1682575067.jpg,ASUS FX707VV4-0032B13900H 御鐵灰(i9-13900H/16G/RTX 4060/512G PCIe/W11/FHD/144Hz/17.3),"13代i9 RTX4060ASUS FX707VV4 17.3吋電競筆電i9-13900H/16G/RTX 4060/512G PCIe/W11/FHD/144Hz/17.3\r\n▃▅★asus tuf gaming。強勢來襲★▅▃
★薄邊框(軍規電競)
★intel 第13代 i9
★mux 獨顯直連
★rtx4060
★支援type-c pd 充電

處理器：13th gen intel® core™ i9-13900h processor 2.6 ghz (24m  cache  up to 5.4 ghz  14 cores: 6 p-cores and 8 e-cores)
記憶體：16gb ddr4-3200 so-dimm
硬碟：512gb pcie® 4.0 nvme™ m.2 ssd
獨立顯卡：nvidia® geforce rtx™ 4060 8gb gddr6(具備mux獨顯直連)
螢幕：17.3 ""(薄邊框) fhd (1920 x 1080) 16:9 144hz ips-level anti-glare g-sync
無線網路：wi-fi 6(802.11ax) (dual band) 2*2 + bluetooth® 5.2
重量：2.60 kg
厚度：2.29 ~ 2.54 cm
作業系統：windows 11 home
保固：2年全球保固 + 首年免預付完美保固


本商品詳細規格",48999,48999,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAS1U-A900G8VY6,DHAS1U,/items/DHAS1UA900G8VY6/000001_1682576898.jpg,/items/DHAS1UA900G8VY6/000001_1682576898.jpg,ASUS FX507ZU4-0132B12700H 御鐵灰(i7-12700H/8GB/RTX 4050/512G PCIe/W11/FHD/144Hz/15.6),"12代i7 RTX4050ASUS FX507ZU4 15.6吋電競筆電i7-12700H/8GB/RTX 4050/512G PCIe\r\n▃▅★asus tuf gaming。強勢來襲★▅▃
★薄邊框(軍規電競)
★intel 第12代 i7
★mux 獨顯直連
★144hz ; 100% srgb
★rtx4050
★支援type-c pd 充電
★13代i9

處理器：12th gen intel® core™ i7-12700h processor 2.3 ghz (24m cache  up to 4.7 ghz  14 cores: 6 p-cores and 8 e-cores)
記憶體：8gb ddr4-3200 so-dimm
硬碟：512gb pcie® 4.0 nvme™ m.2 ssd
獨立顯卡：’nvidia® geforce rtx™ 4050 6gb gddr6(具備mux獨顯直連)
螢幕：15.6 ""(薄邊框) fhd (1920 x 1080) 16:9 144hz ips-level anti-glare ntsc 72% srgb 100% g-sync
無線網路：wi-fi 6(802.11ax) (dual band) 2*2 + bluetooth® 5.2
光碟機： 無
電池：90whrs  4s1p  4-cell li-ion
重量：2.20 kg
尺寸：35.4 x 25.1 x 2.24 ~ 2.49 cm
作業系統：windows 11 home
保固：2年全球保固 + 首年免預付完美保固",36999,36999,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAS1U-A900G809I,DHAS1U,/items/DHAS1UA900G809I/000001_1682058614.jpg,/items/DHAS1UA900G809I/000001_1682058614.jpg,ASUS FX707ZV4-0022B12700H 御鐵灰(i7-12700H/8GB/RTX 4060/512G PCIe/W11/FHD/144Hz/17.3),"12代i7 RTX4060ASUS FX707ZV4 17.3吋電競筆電i7-12700H/8GB/RTX 4060/512G PCIe\r\n▃▅★asus tuf gaming。強勢來襲★▅▃
mil-std-810h 軍規測試  
★支援g-syncn防撕裂技術 
★單區rgb多彩鍵盤  
★hdmi & thunderbolt 4 with display port 支援雙螢幕輸出 
★全新刀鋒式3d風扇 
★0分貝風散寂靜模式  
★支援2個m.2 pcie ssd 擴充slot 
★支援wifi 6   
★支援ai 降噪技術 
★30分鐘充電50%快充技術

處理器：12th gen intel® core™ i7-12700h processor 2.3 ghz (24m cache  up to 4.7 ghz  14 cores: 6 p-cores and 8 e-cores)
記憶體：8gb ddr4-3200 so-dimm
硬碟：512gb pcie® 4.0 nvme™ m.2 ssd
獨立顯卡：nvidia® geforce rtx™ 4060 8gb gddr6
螢幕：17.3 ""(薄邊框) fhd (1920 x 1080) 16:9 144hz ips-level anti-glare g-sync
無線網路：wi-fi 6(802.11ax) (dual band) 2*2 + bluetooth® 5.2
重量：2.60 kg
厚度：作業系統：windows 11 home
保固：2年全球保固 + 首年免預付完美保固


本商品詳細規格",41999,41999,,,,,1,0,[],ec
DHAS1U-A900GB76M,DHAS1U,/items/DHAS1UA900GB76M/000001_1684307783.jpg,/items/DHAS1UA900GB76M/000001_1684307783.jpg,ASUS FX707ZU4-0092B12700H 御鐵灰(i7-12700H/8G/RTX 4050/512G PCIe/W11/FHD/144Hz/17.3),"12代i7 RTX4050ASUS FX707ZU4 17.3吋電競筆電i7-12700H/8G/RTX 4050/512G PCIe\r\n薄邊框(軍規電競)
intel 第12代 i7
mux 獨顯直連
rtx4050
支援type-c pd 充電

處理器：12th gen intel® core™ i7-12700h processor 2.3 ghz (24m cache  up to 4.7 ghz  14 cores: 6 p-cores and 8 e-cores)
記憶體：8gb ddr4-3200 so-dimm
硬碟：512gb pcie® 3.0 nvme™ m.2 ssd
獨立顯卡：nvidia® geforce rtx™ 4050 6gb gddr6 (具備mux獨顯直連)
螢幕：17.3 ""(薄邊框) fhd (1920 x 1080) 16:9 144hz ips-level anti-glare adaptive-sync
無線網路：wi-fi 6(802.11ax) (dual band) 2*2 + bluetooth® 5.2
電池：90whrs  4s1p  4-cell li-ion
重量：2.60 kg
厚度： 2.29 ~ 2.54 cm
作業系統：windows 11 home
保固：2年全球保固 + 首年免預付完美保固",37999,37999,,,,,1,0,"['C035737', 'C035738']",ec
DHAS1U-A900FG9LR,DHAS1U,/items/DHAS1UA900FG9LR/000001_1680165421.jpg,/items/DHAS1UA900FG9LR/000001_1680165421.jpg,ASUS FX507ZR-0041B12700H 御鐵灰(i7-12700H/8GB/RTX3070/512G PCIe/W11/165Hz/WQHD/15.6),"12代i7 RTX3070ASUS FX507ZR 15.6吋電競筆電i7-12700H/8GB/RTX3070/512G PCIe\r\n▃▅★asus tuf gaming。強勢來襲★▅▃
★全新顯卡視覺享受 rtx™ 3070
★mil-std-810h 軍規測試
★2k 165hz 解析度與刷新率兼具 
★支援adaptive sync防撕裂技術
★單區rgb多彩鍵盤 
★實體數字鍵 
★hdmi & thunderbolt 4 with display port 支援雙螢幕輸出
★全新刀鋒式3d風扇 
★0分貝風散寂靜模式 
★支援2個m.2 pcie ssd 擴充slot 
★支援wifi 6 
★支援ai 降噪技術 
★30分鐘充電50%快充技術 

處理器：12th gen intel® core™ i7-12700h processor 2.3 ghz
記憶體：8gb ddr5 4800
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
獨立顯卡：nvidia® geforce rtx™ 3070 8gb gddr6(具備mux獨顯直連)
螢幕：15.6’(薄邊框) wqhd (2560 x 1440) 16:9 165hz ips-level  anti glare adaptive-sync
無線網路：wi-fi 6(802.11ax)+bluetooth 5.2 (dual band) 2*2
光碟機：無
電池：90whrs  4s1p  4-cell li-ion
重量：2.2kg
厚度：2.24 ~ 2.49 cm
作業系統：windows 11 home
保固：2年全球保固 + 首年免預付完美保固


本商品詳細規格",46999,46999,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAS4J-A900G80CT,DHAS4J,/items/DHAS4JA900G80CT/000001_1682051080.jpg,/items/DHAS4JA900G80CT/000001_1682051080.jpg,ASUS FA507NV-0032B7735H 御鐵灰(AMD R7-7735H/8GB/RTX 4060/512G PCIe/W11/FHD/144Hz/15.6),"RTX4060 AMD-R7ASUS FA507NV 15.6吋電競筆電 AMD R7-7735H/8GB/RTX 4060/512G PCIe\r\n▃▅★asus tuf gaming。強勢來襲★▅▃
★薄邊框(軍規電競)
★amd 7000系列 r7
★mux 獨顯直連
★ddr5 4800mhz
★144hz ; 100% srgb 
★rtx 4060
★支援type-c pd 充電

處理器：amd ryzen™ 7 7735h (8-core 16-thread  16mb l3 cache  up to 4.7 ghz max boost)
記憶體：8gb ddr5-4800 so-dimm
硬碟：512gb pcie® 4.0 nvme™ m.2 ssd (2230)
獨立顯卡：nvidia® geforce rtx™ 4060 8gb gddr6(具備mux獨顯直連)
螢幕：15.6 ""(薄邊框) fhd (1920 x 1080) 16:9 144hz ips-level anti-glare ntsc 72% srgb 100% g-sync
無線網路：wi-fi 6(802.11ax) (dual band) 2*2 + bluetooth® 5.2
光碟機： 無
電池：90whrs  4s1p  4-cell li-ion
尺寸：35.4 x 25.1 x 2.24 ~ 2.49 cm
重量：2.20 kg
厚度：2.24 ~ 2.49 cm
作業系統：windows 11 (64bit)
保固：2年全球保固 + 首年免預付完美保固",38999,38999,,,,,1,0,[],ec
